Ingrediet Name,Ingredient Parent Name
Sprouted green gram (ankurit moong),Sprouted
Boneless chicken breasts cut into 1 inch pieces,Breast
Castor oil,Oil
Slivered pistachios for garnish,Pistachio
Green capsicum grated,Capsicum
"Garlic, finely chopped",Garlic
dough made of atta to seal,Dough
Drinking soda bottles,Drinking
Coconut topping:,Topping
King fish,Fish
Palm jaggery grated,Grated
Pineapple peeled and sliced,Peeled
Green chillies sliced diagonally,Sliced
Dried rose petals for garnish,Petal
Ripe mangoes peeled and roughly chopped,Peeled
Red bell pepper diced,Diced
Figs dried,Dried
Fresh turmeric roughly chopped,Turmeric
Cashew nuts halved,Halved
Mangoes,Mango
Red capsicum roughly chopped,Capsicum
Plums chopped,Plum 
Ginger cut into juliennes + for garnishing,Ginger
Tulsi leaves,Tulsi 
Chicken skinned and cut into 1 inch pieces on the bone,Skinned
Split red lentil (masoor dal) soaked and drained,Split
Tea masala,Masala
green capsicum, capsicum
breadcrumbs,Breadcrumb
Kaffir lime leaves torn,Torn
"Chicken on bone, cut into pieces",Chicken
Onions Chopped,Onion 
Almonds ground,Ground
Prawns (medium),Medium
Fresh coriander sprigs a few,Sprig
Unflavoured gelatine,Gelatine
Lamb,Lamb
Tonic water,Water
Boneless Chicken Breasts,Breast
Medium red capsicum cut into triangles,Capsicum
Pie shells half-baked,Halfbaked
Pavs slit,Slit
Rice powder,Rice 
Capsicum chopped,Capsicum 
Readymade dosa batter,Batter
Potatoes peeled and cut into ½ inch cubes,Peeled
Bedgi whole dry chillies roasted,Roasted
Fish finger sized pieces,Sized
Tortilla wraps,Wrap
Processed cheese 1 cup grated +,Cheese
Urad dal wadi,Wadi
Chana masala powder,Masala
Fresh red chilli finely chopped,Chilli
Green Chutney, chutney
Boneless chicken cut into medium cubes,Chicken
onion,Onion
Onion cut into quarters and layers separated,Separated
Bread crumbs dry,Dry
Boiled chickpeas,Chickpea
Semolina  1 tablespoon +,Tablespoon
Potatoes peeled and cut into small cubes,Peeled
Spinach leaves (palak) boiled and chopped,Boiled
Tomato thinly sliced,Sliced
Green garlic finely chopped,Garlic
Spring onion bulb flower,Flower
Vegetables round slices,Slice
Samosa Patties,Patty
Carrots cut into 1 inch pieces,Carrot
Yellow bell pepper cut into strips,Pepper
Rock salt (sendha namak) to taste,Sendha
Mackerels,Mackerel
Split Red Lentil soaked,Split
Asparagus cooked,Asparagus
Onion rings to serve,Ring
"Tomatoes,pureed",Pureed
Babycorns sliced,Sliced
Wafer biscuits,Biscuit
Whole wheat flour (atta) 2 cups,Flour
Guava juice,Juice
Ginger-garlic pasgte,Pasgte
Red bell pepper roasted and deseeded,Roasted
kolam rice soaked,Soaked
cherry tomatoes,Tomato
Cauliflower finely chopped,Cauliflower
Small yellow capsicum cut into triangles,Capsicum
Boiled egg slices,Slice
Kachri powder,Kachri 
Fresh cream chilled,Chilled
Beetroot cut into thin strips,Beetroot
"Potatoes boiled, peeled and chopped",Peeled
Yeast dried,Dried
Vanilla ice-cream,Icecream
Oil 2 tablespoons + for deep frying,Tablespoon
Lemon grass stalk chopped,Stalk
Cauiliflower,Cauiliflower
Yogurt Whisked and chilled,Whisked
For the tart,For
Onion roundels,Roundel
Green peas blanched and mashed,Blanched
"Raw mango deseeded, chopped",Deed
Khatta Leaves,Khatta 
Potato mashed,Mashed
Sauce -,Sauce
Aloo bhujiya,Bhujiya
Wheat flour (atta),Atta
Fried potato wedges,Wedge
Turmeric Powder,Turmeric 
Crushed black peppercorns for sprinkle,Peppercorn
sumac spice mix,Mix
Mace and cardamom powder,Mace
Boneless Fish Fillets,Fillet
Red capsicum cubed,Cubed
Chicken legs with skin,Leg
refined Flour,Flour
Indian salmon (rawas) fillets,Fillet
Milk warm,Warm
Mangoes chopped,Mango 
Green chllies, chllies
"onion medium, finely chopped",Medium
Carrot cut into cubes,Carrot
Rajasthani lehsun apple chutney,Chutney
Potato diced,Diced
Lemon juice of ¼ lemon,Juice
Chutney mayonnaise,Mayonnaise
Fresh cream 250 ml (1¼ cups),Ml
Dill leaves (suva) chopped,Suva
Roasted coriander seeds,Coriander
Corn corb cream style,Style
Chaat masala 1 teaspoon + for sprinkling,Teaspoon
Egg (For slice),Egg
Potatoes peeled and grated,Peeled
"Large sweet potato boiled, peeled & mashed",Boiled
Garlic and red chilli chutney,Garlic
Medium onion finely copped,Copped
Processed cheese cut into 1 inch cubes,Cheese
Onion seeds (kalonji) for sprinkling,Kalonji
Blueberries dried,Dried
"Beetroot boiled, peeled and grated",Peeled
Orange colour,Colour
Macaroni pasta boiled,Boiled
Garlic Cloves,Clove
Crumbled feta cheese,Crumbled
Papaya cut into dices,Papaya
Soda bi carbonate,Carbonate
Chicken  cut into 1 inch pieces on the bone,Chicken
Chopped Ginger, ginger
Currants,Currant
Rice raw,Raw
Green chilli sliced,Sliced
Green olives pitted and chopped,Pitted
Moth Sprouts,Sprout
Black peppercorns coarsely crushed,Peppercorn
Large eggplant,Eggplant
Broccoli chopped,Broccoli 
Split green gram skinless soaked,Split
Chhunda,Chhunda
Rasgullas,Rasgullas
Medium white onion finely chopped,Onion
Fresh Coriander leaves,Coriander
Raspberries,Raspberry
Boiled Noodles,Noodle
Green capsicum strips,Strip
Babycorn,Babycorn
Whole red lentils (sabut masoor) soaked,Soaked
Medium watermelon,Watermelon
Cashewnuts coarsely ground,Ground
Pandana leaves,Pandana 
Cooking chocolate grated,Chocolate
Mixed salad leaves,Salad
Slivered pistachios,Pistachio
Spinach roughly chopped,Spinach
Rice noodles boiled,Boiled
Milk 2 cups +,Milk 
Fresh coconut slices,Slice
Red chilli crushed,Crushed
Nutralite melted,Melted
Green chilli seeded and finely chopped,Ed
Green chillies cut lengthwise,Chilli
French beans	 cut diagonally into 1 inch pieces,Bean
Black grape juice,Juice
Brinjals cut into roundels and soaked,Brinjal
brown sugar/jaggery powdered,Ed
Chickpeas soaked,Soaked
Green zucchini sliced,Sliced
Boneless chicken cut into thin slices,Chicken
Grainy mustard,Mustard
Button Mushrooms halved,Halved
Sweet corn (cream style),Style
Dry thyme,Thyme
Refined flour (maida) sieved,Sieved
Snow peas halved,Halved
kolam rice,Rice
Zucchini grated,Grated
Fresh red chilli sliced,Sliced
Oil hot,Oil
Medium yellow capsicum,Capsicum
Fresh yeast dissolved in water,Dissolved
Red kidney beans (rajma) cooked,Cooked
Colocassia boiled and peeled,Boiled
FOR DECORATION,For
Red capsicum deseeded & chopped,Deed
Fresh turmeric,Turmeric
Thousand island dressing,Island
Galangal roughly chopped,Galangal
Butter 3 tablespoons +,Tablespoon
Green capsicums sliced,Sliced
Rasmalai,Rasmalai
Rum (Dark),Dark
Chaat Masala,Masala
Medium carrot grated,Grated
Baby potatoes peeled,Peeled
Fresh pomegranate juice,Juice
Whole Green Gram soaked,Soaked
Naan dough,Dough
Medium Prawns  shelled and deveined,Prawn
Kofta,Kofta
Butter 2 tablespoons +,Tablespoon
Refined flour (maida) 2 tablespoons,Tablespoon
French beans stringed and finely chopped,Stringed
Fresh cream 2 tablespoons,Tablespoon
Pepperoni slices,Slice
Baby Potatoes boiled and peeled,Boiled
Groundnut  oil,Oil
"Garlic,sliced",Sliced
Water chestnuts tinned,Tinned
Thai sweet chilli sauce,Sauce
Garlic sliced thinly,Sliced
Onions small,Onion
Dried red chillies roasted,Roasted
Oil to deep fry,Oil
Drumsticks scraped and cut into 2 inch pieces,Scraped
Small tomato finely chopped,Tomato
Chapattis,Chapatti
Red kidney beans (rajma) soaked overnight,Soaked
Medium tomato roughly chopped,Tomato
Fish stock or chicken stock,Stock
Mushrooms sliced thinly,Sliced
Dried coconut ( khopra) sliced,Sliced
Demerara sugar,Sugar
Peanuts roasted and peeled,Roasted
Dried red chillies boiled,Boiled
Blackcurrants,Blackcurrants
Onions sliced and deep fried,Sliced
Tuna fish (canned),Canned
Chicken Stock,Stock
Lamb chops,Chop
Lolo rosso lettuce leaves,Lettuce
Dark chocolate cookies crushed,Crushed
Tandoori mayonnaise,Mayonnaise
Rum dark,Dark
Potatoes parboiled,Parboiled
Yellow squash,Squash
Red capsicum 1 inch pieces, capsicum  
Red kidney beans,Bean
Lemon grass stalk finely chopped,Stalk
Leeks,Leek
Idli rawa,Rawa
Khoya / Mawa grated,Grated
Iceberg lettuce cups,Lettuce
Red Pumpkin peeled and grated,Pumpkin
Red Chillies, chilli
Yellow capsicum cut into triangles,Capsicum
Fresh button mushrooms finely chopped,Mushroom
processed cheese grated,Grated
Boneless chicken breast boiled and shredded,Boiled
Small yellow zucchini cut into triangles,Zucchini
Dried red chillies	 halved,Halved
Edible camphor,Camphor
Potato unpeeled,Unpeeled
Saffron (kesar) milk,Milk
Masala peanuts,Peanut
Babycorn halved,Halved
Radish grated,Grated
Spinach leaves (palak) roughly chopped,Palak
Masala dal,Dal
Whole wheat tortilla,Tortilla
Whole black gram (sabut urad),Urad
Button Mushrooms chopped,Mushroom
Green peas blanched and crushed,Pea
Chole,Chole
Tomato medium,Medium
Lemon  juice extracted,Extracted
cornflour,Cornflour
Spaghetti  boiled,Boiled
Bran,Bran
Apple sliced,Sliced
Olive oil round slices,Slice
Pineapple jelly,Jelly
sumac spice,Spice
gram flour,Flour
"Purple Yam (kand) peeled, boiled and cut into small cubes",Peeled
Vegetables quartered,Quarte
Triphal,Triphal
Diet sugar,Sugar
Coarse gram flour,Flour
Nachni/ragi flour,Flour
Bengal gram (chana) boiled,Boiled
Red bell pepper juliennes,Julienne
Green chillies slit and seeded,Slit
Ready-made puff pastry dough,Dough
Onion ground,Ground
Split Pigeon Peas soaked,Soaked
Cherry tomatoes cut into halves,Tomato
Babycorns sliced diagonally,Sliced
Onions roundels,Roundel
Medium green capsicum chopped,Medium
Prawns  shelled and deveined,Prawn
Water chestnut flour,Flour
Burger Bun sliced,Sliced
"Beetroots boiled, peeled and grated",Peeled
Wasabi foam,Foam
Crisp Puffed Puris,Puris
Paneer Masala,Masala
Olive oil for drizzling +,Oil
Fresh coriander sprig to garnish,Sprig
Whole Wheat flour,Flour
Runner Beans,Bean
Carrots thickly grated,Grated
Red chillies dried,Dried
Apricots dried,Dried
Apple peeled and chopped,Peeled
Red chutney, chutney
Tamrind,Tamrind
Cold water,Water
Muskmelon cut into cubes,Muskmelon
Ginger  roughly chopped,Ginger
Pizza base,Base
Parmesan cheese powder 2 tablespoons +,Cheese
Tomatoes cut into 1 inch cubes,Tomato
Sandalwood powder,Sandalwood 
Black eyed beans soaked and boiled,Soaked
Kolhapuri Masala,Masala
Potato sabzi,Sabzi
Tamarind chutney for topping,Chutney
Satay sticks soaked in water for 2-3 hours,Stick
Bhavnagri chillies,Chilli
Potatoes boiled and sliced,Potato
Whole wheat bread slices,Slice
Dried pomegranate seeds (anardana) crushed,Crushed
Fresh spinach paste,Paste
Thin pressed rice (patle pohe),Pohe
Red lentils, lentil
Green capsicum cut into thin long strips,Capsicum
Red capsicum thinly sliced,Sliced
Cashewnuts ¼ cup +,¼
Arrowroot,Arrowroot
Ganthia,Ganthia
Kasundi Mustard paste,Paste
Mozzarella cheese slices,Slice
Bitter Gourds (Karele),Karele
Tender Coconut Water,Water
Apple cider,Cider
Boneless chicken cut into bite sized pieces,Chicken
Salt crushed,Crushed
Roasted peanuts peeled,Peeled
Red bell pepper cut into 1 inch pieces,Pepper
Fresh green garlic finely chopped,Garlic
Potatoes cut into fingers,Potato
Green cardamoms (choti elaichi),Elaichi
Oyster mushrooms soaked,Soaked
Garlic fried,Fried
Gold leaves (sone ka varq),Gold
Split black gram skinless (dhuli urad dal) soaked for 4 hours and drained,Dal
Pink guavas chopped,Guava
Split black gram skinless (dhuli urad dal) soaked overnight and drained,Split
"Basmati rice tukda , soaked and drained",Soaked
Celery stalk chopped,Stalk
Sweet yogurt,Yogurt
Edible camphor optional,Optional
Yellow bell pepper seeded and cut into cubes,Ed
French beans cut diagonally,Bean
Coating,Coating
Goat cheese,Cheese
Sweet Corn cooked,Cooked
Raddish,Raddish
Ripe bananas mashed,Mashed
Cream cheese at room temperature,Cheese
Chicken On Bone Cut into 12 pieces on the bone,Chicken
Pineapple cut into cubes,Pineapple
Cajun spice mix,Mix
Raw mango peeled,Peeled
Fenugreek leaves (methi) blanched and chopped,Blanched
Pickled gherkins sliced vertically,Sliced
Rice flour coarse,Coarse
Refined flour paste,Paste
Green zucchini sliced vertically,Sliced
"Garlic,finely chopped",Garlic
Sweetcorn,Sweetcorn
Baby onions peeled,Peeled
Bhavnagri chillies slit on one side and seeds remove,Slit
Wheat flour dough to seal,Dough
Low-fat yogurt,Yogurt
Mustard Powder,Mustard 
Readymade jalebi batter,Batter
"Ginger, finely chopped",Ginger
Bean Sprouts blanched,Blanched
Boneless Mutton cut into small pieces,Mutton
Mango chutney,Chutney
Bacon chopped,Bacon 
Kesar badam pista rolls,Roll
Boneless chicken cut into thick strips,Chicken
Edible glaze,Glaze
Banana ripe,Ripe
"Soya granules soaked for 15 minutes, drained and squeezed",Granule
Paani puri masala,Masala
"Sweet potato boiled, peeled and mashed",Peeled
Red capsicum medium,Medium
Basil sprig,Sprig
For Spicy tahini,For
split pigeon peas (toovar/arhar dal) soaked,Soaked
Shrimps chopped,Shrimp 
Crab meat cooked,Meat
Pickled jalapeno peppers sliced,Sliced
Warm water,Water
Red pumpkin (bhopla/kaddu) peeled and cut into cubes,Peeled
Olive oil for spraying,Oil
Fresh mint leaves for garnishing,Mint
Boneless fish (basa),Basa
Bean curd,Curd
Shelled green peas boiled and mashed,Shelled
Parboiled rice soaked for 4-5 hours,Soaked
Medium green apple,Medium
Chicken stock 1 cup +,Stock
Chicken cut into medium sized pieces on the bone,Chicken
Butter 1 teaspoon,Teaspoon
Pasta sauce,Sauce
Potatoes cut into medium cubes,Potato
Walnut kernels roughly chopped,Kernel
Red bell pepper seeded and cut into cubes,Ed
Fresh basil leaves finely chopped,Basil
Coriander paste,Paste
Green capsicum 1/4 inch pieces, capsicum  
Green peas coarsely ground,Ground
Liquid orange food colour,Colour
Paneer (cottage cheese) cut into medium cubes,Cheese
Oil 1 tablespoon + for deep-frying,Tablespoon
Makhani gravy,Gravy
Lotus roots,Root
Panch phoron,Phoron
Garlic bread,Bread
Medium ripe bananas,Banana
Tomato soup powder,Soup
Medium potatoes peeled and quartered,Peeled
Refined flour (maida) 125 grams,Gram
Vermicelli (sevian),Sevian
For Muthiya,For
Potatoes parboiled and grated,Parboiled
Black beans boiled,Boiled
"Green chilli, chopped", chilli 
Chicken stock or fish stock,Stock
Walnuts peeled,Peeled
Tomato cut into strips,Tomato
"Green capsicum seeded, thin strips",Strip
Chana Masala Powder,Masala
Full cream milk powder,Milk
Orange segments peeled,Peeled
Chocolate sponge,Sponge
Saffron (kesar) water,Water
"Zatar Powder (sumac, dried thyme, dried oregano and roasted ses",Oregano
"Onions, sliced",Sliced
Baguette cut into 1 inch thick slices,Baguette
Star fruit sliced,Sliced
Chocolate nibs,Nib
Split skinless black gram (urad dal) soaked for 4-5 hours,Split
Chinese black mushrooms,Mushroom
"Mixed vegetables (peas, carrots, potatoes, French beans)",Bean
Green capsicum seeded and cut into cubes,Ed
Seedless dates finely chopped,Date
Dried button red chillies,Button
Orange peel,Peel
Kashmiri dried red chillies,Dried
Broccoli separated into small florets and blanched,Separated
Fresh mint leaves coarsely chopped,Mint
Zest of 1 Orange,Zest
Sago (sabudana) soaked for 4-5 hours,Soaked
Bay leaf (tej patta),Patta
Ready-made dough made using 1 1/2 cups whole wheat flour,Made
Ready made vanilla ice cream,Made
Butter (For fennel tuile),Butter
Butter 4 tablespoons +,Tablespoon
Medium cucumber peeled,Peeled
Ground Cinnamon,Cinnamon
Coconut toddy vinegar,Vinegar
Chicken on the bone cut into 4 pieces,Chicken
Khajoor mithai,Mithai
Celery stalk,Stalk
Sprouted Moth boiled,Boiled
Golden syrup/honey,Syruphoney
Chickpeas (kabuli chane) cooked,Cooked
American corn kernels blanched,Blanched
Mixed Fruit Juice,Juice
Ffresh oregano chopped,Oregano
"Boneless chicken legs, cut into 1½ inch pieces",Leg
Oil 1 1/2 tablespoons + for deep frying,Tablespoon
Radish peeled and thinly sliced,Radish
Potatoes cut into cubes and deep-fried,Potato
Shallots minced,Minced
Vegetable oil,Oil
Digestive biscuits crumbs,Crumb
Penne Pasta boiled,Boiled
Large green chillies slit lengthwise & deep-fried,Deepfried
French beans blanched,Blanched
Lemon cut into roundels,Lemon
Shiitake mushrooms soaked,Soaked
Food colour green,Colour
Chicken on bone cut into 1 inch pieces,Chicken
Chicken 1 inch cubes,Cube
Alphonso mangoes,Mango
French mustard,Mustard
Green zucchini cut into triangles,Zucchini
Rawas,Rawas
Ginger 1 inch pieces,Ginger  
Red chilli garlic chutney,Chutney
Basa fillets cut into 4 pieces,Into
French beans cut into small pieces,Bean
Dark chocolate cream cookies,Cooky
Banana Puree,Puree
Small rasogullas,Rasogullas
Coriander stems,Stem
Butter 100 grams +,Gram
Green capsicum sliced thinly,Sliced
Carrot  grated,Grated
Green capsicum seeded,Ed
"Potatoes Boiled, peeled And Grated",Peeled
Cocoa powder sifted,Sifted
Black Peppercorns,Peppercorn
Vanilla sponge cake cut into cubes,Cake
Unsalted butter melted,Melted
Fenugreek leaves (methi) fresh,Methi
Dried red chilli flakes for sprinkling,Flake
"Spring onion greens chopped,",Onion
Chopped Garlic, garlic
Green bell pepper chopped,Pepper
Macaroni boiled and cut into 1/2 cm pieces,Boiled
Fish fillet chopped,Fillet
Green Apple, apple
Fresh spinach (palak),Palak
Green chilli sliced diagonally,Sliced
Sweet potato peeled and cubed,Potato
Parantha to serve,Parantha
Eggplants,Eggplant
Fresh coriander  chopped,Coriander
Black currant crush,Crush
Chickpeas soaked overnight,Soaked
Tendli,Tendli
Pineapple slices canned,Canned
Capers chopped,Caper 
Fenugreek leaves chopped,Fenugreek  
Whipping Cream,Whipping
Burger buns halved horizontally,Halved
Lettuce few leaves,Lettuce
Corn niblets boiled,Boiled
Medium raw bananas,Banana
Chocolate bars,Bar
Fresh Red Chillies,Chilli
Soya granules soaked in milk,Granule
Hot Milk,Milk
Black cardamoms crushed,Crushed
White onion chopped,Onion
Eggs  hard boiled and peeled,Boiled
Fresh Strawberries,Strawberry
bourbon whiskey,Whiskey
"Fish fillets boneless, cut into cubes",Boneless
FOR COVERING,For
Fresh mustard leaves (sarson),Mustard
Medium onions cut into roundels and layers separated,Separated
Barbecue sauce,Sauce
Spinach bunch,Bunch
Split red lentils (masoor dal) soaked for 25 minutes and drained,Split
Cucumber roughly chopped,Cucumber
Ghee 3 tablespoons + for greasing,Tablespoon
Mushroom quartered,Quarte
Dark chocolate cookies,Cooky
Lemon grass sliced,Sliced
Raisins fried,Fried
A few coriander sprigs,Sprig
Red capsicum seeded and cubed,Ed
Green Olives, olive
Chilled butter chopped,Butter
Fresh mint (pudina) chopped,Pudina
Pineapple Essence,Essence
"Eggs boiled, peeled and chopped",Peeled
Fresh red chillies roughly chopped,Chilli
Peppercorns freshly ground,Ground
Oil 1 teaspoon + 2 tablespoons,Tablespoon
Asafoetida a pinch of,Asafoetida
For rose mascarpone cream:,For
Chocolate chip cookies dough,Dough
Ginger cookies,Cooky
Spring onion greens curls,Curl
Aloo Bhaji,Bhaji
Red bell pepper cut into cubes,Pepper
Butter frozen,Frozen
Onion thickly sliced,Sliced
Almonds roasted and roughly chopped,Roasted
Chicken on the bone cut into bite sized pieces,Chicken
Corn,Corn
Split Bengal gram (chana dal) soaked overnight,Split
Tender coconut water chilled,Chilled
Minced lamb,Lamb
Sponge Cake,Cake
phyllo sheets,Sheet
Soya nuggets soaked,Soaked
Sour cream as required,Requi
Carrot shredded,Shded
Coriander Leaves,Coriander 
Medium red capsicum cut into cubes,Capsicum
